source,target,nodes,distance
Lights Camera Action Hosted by Steven Spielberg,Restroom 2,"['Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",4
Lights Camera Action Hosted by Steven Spielberg,Restroom 3,"['Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3']",12
Lights Camera Action Hosted by Steven Spielberg,Restroom 4,"['Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4']",19
Lights Camera Action Hosted by Steven Spielberg,Restroom 5,"['Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",29
Lights Camera Action Hosted by Steven Spielberg,Restroom 6,"['Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",37
Lights Camera Action Hosted by Steven Spielberg,Restroom 7,"['Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Restroom 7']",15
Magic Potion Spin,Accelerator,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",22
Magic Potion Spin,Battlestar Galactica: CYLON,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",22
Magic Potion Spin,Battlestar Galactica: HUMAN,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",21
Magic Potion Spin,Canopy Flyer,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",28
Magic Potion Spin,Dino Soarin',"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",28
Magic Potion Spin,Donkey Live,"['Magic Potion Spin', 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",8
Magic Potion Spin,Enchanted Airways,"['Magic Potion Spin', 'Shrek 4D Adventure', 'Enchanted Airways']",4
Magic Potion Spin,Fortune Favours The Furry,"['Magic Potion Spin', 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",11
Magic Potion Spin,Jurassic Park Rapids Adventure,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",25
Magic Potion Spin,Lights Camera Action Hosted by Steven Spielberg,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",22
Magic Potion Spin,Puss In Boots Giant Journey,"['Magic Potion Spin', 'Puss In Boots Giant Journey']",2
Magic Potion Spin,Revenge of the Mummy,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy']",10
Magic Potion Spin,Sesame Street Spaghetti Space Chase,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",24
Magic Potion Spin,Shrek 4D Adventure,"['Magic Potion Spin', 'Shrek 4D Adventure']",2
Magic Potion Spin,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",24
Magic Potion Spin,Treasure Hunters,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Treasure Hunters']",14
Magic Potion Spin,Discovery Food Court,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",20
Magic Potion Spin,Fossil Fuels,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",33
Magic Potion Spin,Friar's Good Food,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food""]",7
Magic Potion Spin,Goldilocks,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks']",8
Magic Potion Spin,KT's Grill,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",22
Magic Potion Spin,Loui's NY Pizza Parlor,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', ""Loui's NY Pizza Parlor""]",27
Magic Potion Spin,Mel's Drive-In,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",20
Magic Potion Spin,Oasis Spice Cafe,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe']",15
Magic Potion Spin,StarBot Cafe,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe']",18
Magic Potion Spin,Starbucks,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",25
Magic Potion Spin,Cairo Market,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",17
Magic Potion Spin,Frozen Fuel,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel']",15
Magic Potion Spin,Galactic Treats,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats']",16
Magic Potion Spin,Jungle Bites,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",23
Magic Potion Spin,Mariner's Market,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",22
Magic Potion Spin,Pharaoh's Dessert Oasis,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",18
Magic Potion Spin,Pops! Popcorn Delight,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",26
Magic Potion Spin,Star Snacks,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",23
Magic Potion Spin,Big Bird's Emporium,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",26
Magic Potion Spin,Candylicious,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",26
Magic Potion Spin,Carter's Curiosities,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",22
Magic Potion Spin,Fairy Godmother's Potion Shop,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop""]",10
Magic Potion Spin,Hello Kitty Studio,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",25
Magic Potion Spin,Minion Mart,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",24
Magic Potion Spin,That's a Wrap!,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",27
Magic Potion Spin,The Dino-Store,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",37
Magic Potion Spin,The Sci-Fi Emporium,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'The Sci-Fi Emporium']",18
Magic Potion Spin,UNIVRS,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",23
Magic Potion Spin,Universal Studios Store,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",24
Magic Potion Spin,Restroom 1,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",21
Magic Potion Spin,Restroom 2,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",26
Magic Potion Spin,Restroom 3,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3']",20
Magic Potion Spin,Restroom 4,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4']",13
Magic Potion Spin,Restroom 5,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",23
Magic Potion Spin,Restroom 6,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",31
Magic Potion Spin,Restroom 7,"['Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Restroom 7']",11
Puss In Boots Giant Journey,Accelerator,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",24
Puss In Boots Giant Journey,Battlestar Galactica: CYLON,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",24
Puss In Boots Giant Journey,Battlestar Galactica: HUMAN,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",23
Puss In Boots Giant Journey,Canopy Flyer,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",30
Puss In Boots Giant Journey,Dino Soarin',"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",30
Puss In Boots Giant Journey,Donkey Live,"['Puss In Boots Giant Journey', 'Enchanted Airways', 'Donkey Live']",7
Puss In Boots Giant Journey,Enchanted Airways,"['Puss In Boots Giant Journey', 'Enchanted Airways']",3
Puss In Boots Giant Journey,Fortune Favours The Furry,"['Puss In Boots Giant Journey', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",10
Puss In Boots Giant Journey,Jurassic Park Rapids Adventure,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",27
Puss In Boots Giant Journey,Lights Camera Action Hosted by Steven Spielberg,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",24
Puss In Boots Giant Journey,Magic Potion Spin,"['Puss In Boots Giant Journey', 'Magic Potion Spin']",2
Puss In Boots Giant Journey,Revenge of the Mummy,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy']",12
Puss In Boots Giant Journey,Sesame Street Spaghetti Space Chase,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",26
Puss In Boots Giant Journey,Shrek 4D Adventure,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure']",4
Puss In Boots Giant Journey,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",26
Puss In Boots Giant Journey,Treasure Hunters,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Treasure Hunters']",16
Puss In Boots Giant Journey,Discovery Food Court,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",22
Puss In Boots Giant Journey,Fossil Fuels,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",35
Puss In Boots Giant Journey,Friar's Good Food,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food""]",9
Puss In Boots Giant Journey,Goldilocks,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks']",10
Puss In Boots Giant Journey,KT's Grill,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",24
Puss In Boots Giant Journey,Loui's NY Pizza Parlor,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', ""Loui's NY Pizza Parlor""]",29
Puss In Boots Giant Journey,Mel's Drive-In,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",22
Puss In Boots Giant Journey,Oasis Spice Cafe,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe']",17
Puss In Boots Giant Journey,StarBot Cafe,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe']",20
Puss In Boots Giant Journey,Starbucks,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",27
Puss In Boots Giant Journey,Cairo Market,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",19
Puss In Boots Giant Journey,Frozen Fuel,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel']",17
Puss In Boots Giant Journey,Galactic Treats,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats']",18
Puss In Boots Giant Journey,Jungle Bites,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",25
Puss In Boots Giant Journey,Mariner's Market,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",24
Puss In Boots Giant Journey,Pharaoh's Dessert Oasis,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",20
Puss In Boots Giant Journey,Pops! Popcorn Delight,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",28
Puss In Boots Giant Journey,Star Snacks,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",25
Puss In Boots Giant Journey,Big Bird's Emporium,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",28
Puss In Boots Giant Journey,Candylicious,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",28
Puss In Boots Giant Journey,Carter's Curiosities,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",24
Puss In Boots Giant Journey,Fairy Godmother's Potion Shop,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop""]",12
Puss In Boots Giant Journey,Hello Kitty Studio,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",27
Puss In Boots Giant Journey,Minion Mart,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",26
Puss In Boots Giant Journey,That's a Wrap!,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",29
Puss In Boots Giant Journey,The Dino-Store,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",39
Puss In Boots Giant Journey,The Sci-Fi Emporium,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'The Sci-Fi Emporium']",20
Puss In Boots Giant Journey,UNIVRS,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",25
Puss In Boots Giant Journey,Universal Studios Store,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",26
Puss In Boots Giant Journey,Restroom 1,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",23
Puss In Boots Giant Journey,Restroom 2,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",28
Puss In Boots Giant Journey,Restroom 3,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3']",22
Puss In Boots Giant Journey,Restroom 4,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4']",15
Puss In Boots Giant Journey,Restroom 5,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",25
Puss In Boots Giant Journey,Restroom 6,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",33
Puss In Boots Giant Journey,Restroom 7,"['Puss In Boots Giant Journey', 'Magic Potion Spin', 'Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Restroom 7']",13
Revenge of the Mummy,Accelerator,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",12
Revenge of the Mummy,Battlestar Galactica: CYLON,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",12
Revenge of the Mummy,Battlestar Galactica: HUMAN,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",11
