source,target,nodes,distance
Battlestar Galactica: HUMAN,Magic Potion Spin,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",21
Battlestar Galactica: HUMAN,Puss In Boots Giant Journey,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",23
Battlestar Galactica: HUMAN,Revenge of the Mummy,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy']",11
Battlestar Galactica: HUMAN,Sesame Street Spaghetti Space Chase,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase']",11
Battlestar Galactica: HUMAN,Shrek 4D Adventure,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",19
Battlestar Galactica: HUMAN,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",5
Battlestar Galactica: HUMAN,Treasure Hunters,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Treasure Hunters']",15
Battlestar Galactica: HUMAN,Discovery Food Court,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",21
Battlestar Galactica: HUMAN,Fossil Fuels,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",34
Battlestar Galactica: HUMAN,Friar's Good Food,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",14
Battlestar Galactica: HUMAN,Goldilocks,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks']",13
Battlestar Galactica: HUMAN,KT's Grill,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",17
Battlestar Galactica: HUMAN,Loui's NY Pizza Parlor,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",10
Battlestar Galactica: HUMAN,Mel's Drive-In,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In""]",15
Battlestar Galactica: HUMAN,Oasis Spice Cafe,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe']",16
Battlestar Galactica: HUMAN,StarBot Cafe,"['Battlestar Galactica: HUMAN', 'Restroom 3', 'StarBot Cafe']",8
Battlestar Galactica: HUMAN,Starbucks,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",20
Battlestar Galactica: HUMAN,Cairo Market,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",18
Battlestar Galactica: HUMAN,Frozen Fuel,"['Battlestar Galactica: HUMAN', 'Frozen Fuel']",6
Battlestar Galactica: HUMAN,Galactic Treats,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Galactic Treats']",8
Battlestar Galactica: HUMAN,Jungle Bites,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",24
Battlestar Galactica: HUMAN,Mariner's Market,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",23
Battlestar Galactica: HUMAN,Pharaoh's Dessert Oasis,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",19
Battlestar Galactica: HUMAN,Pops! Popcorn Delight,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",21
Battlestar Galactica: HUMAN,Star Snacks,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",18
Battlestar Galactica: HUMAN,Big Bird's Emporium,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",7
Battlestar Galactica: HUMAN,Candylicious,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",21
Battlestar Galactica: HUMAN,Carter's Curiosities,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",23
Battlestar Galactica: HUMAN,Fairy Godmother's Potion Shop,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",15
Battlestar Galactica: HUMAN,Hello Kitty Studio,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Hello Kitty Studio']",20
Battlestar Galactica: HUMAN,Minion Mart,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart']",19
Battlestar Galactica: HUMAN,That's a Wrap!,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",22
Battlestar Galactica: HUMAN,The Dino-Store,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",38
Battlestar Galactica: HUMAN,The Sci-Fi Emporium,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Galactic Treats', 'The Sci-Fi Emporium']",10
Battlestar Galactica: HUMAN,UNIVRS,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'UNIVRS']",18
Battlestar Galactica: HUMAN,Universal Studios Store,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",19
Battlestar Galactica: HUMAN,Restroom 1,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1']",16
Battlestar Galactica: HUMAN,Restroom 2,"['Battlestar Galactica: HUMAN', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", 'Restroom 2']",11
Battlestar Galactica: HUMAN,Restroom 3,"['Battlestar Galactica: HUMAN', 'Restroom 3']",5
Battlestar Galactica: HUMAN,Restroom 4,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Restroom 4']",14
Battlestar Galactica: HUMAN,Restroom 5,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",24
Battlestar Galactica: HUMAN,Restroom 6,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",32
Battlestar Galactica: HUMAN,Restroom 7,"['Battlestar Galactica: HUMAN', 'Frozen Fuel', 'Transformers Supply Vault', 'Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",16
Canopy Flyer,Accelerator,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",30
Canopy Flyer,Battlestar Galactica: CYLON,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",30
Canopy Flyer,Battlestar Galactica: HUMAN,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'Battlestar Galactica: HUMAN']",29
Canopy Flyer,Dino Soarin',"['Canopy Flyer', ""Dino Soarin'""]",2
Canopy Flyer,Donkey Live,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",32
Canopy Flyer,Enchanted Airways,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",28
Canopy Flyer,Fortune Favours The Furry,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",35
Canopy Flyer,Jurassic Park Rapids Adventure,"['Canopy Flyer', ""Dino Soarin'"", 'Jurassic Park Rapids Adventure']",5
Canopy Flyer,Lights Camera Action Hosted by Steven Spielberg,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",34
Canopy Flyer,Magic Potion Spin,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",28
Canopy Flyer,Puss In Boots Giant Journey,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",30
Canopy Flyer,Revenge of the Mummy,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy']",18
Canopy Flyer,Sesame Street Spaghetti Space Chase,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",36
Canopy Flyer,Shrek 4D Adventure,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",26
Canopy Flyer,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",32
Canopy Flyer,Treasure Hunters,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Treasure Hunters']",17
Canopy Flyer,Discovery Food Court,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court']",8
Canopy Flyer,Fossil Fuels,"['Canopy Flyer', ""Dino Soarin'"", 'Fossil Fuels']",7
Canopy Flyer,Friar's Good Food,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",21
Canopy Flyer,Goldilocks,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks']",20
Canopy Flyer,KT's Grill,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",34
Canopy Flyer,Loui's NY Pizza Parlor,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",37
Canopy Flyer,Mel's Drive-In,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",32
Canopy Flyer,Oasis Spice Cafe,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe']",13
Canopy Flyer,StarBot Cafe,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe']",26
Canopy Flyer,Starbucks,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",37
Canopy Flyer,Cairo Market,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market']",11
Canopy Flyer,Frozen Fuel,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel']",23
Canopy Flyer,Galactic Treats,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats']",24
Canopy Flyer,Jungle Bites,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Jungle Bites']",11
Canopy Flyer,Mariner's Market,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', ""Mariner's Market""]",10
Canopy Flyer,Pharaoh's Dessert Oasis,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', ""Pharaoh's Dessert Oasis""]",12
Canopy Flyer,Pops! Popcorn Delight,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",38
Canopy Flyer,Star Snacks,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",35
Canopy Flyer,Big Bird's Emporium,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",34
Canopy Flyer,Candylicious,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",38
Canopy Flyer,Carter's Curiosities,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",16
Canopy Flyer,Fairy Godmother's Potion Shop,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",22
Canopy Flyer,Hello Kitty Studio,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",37
Canopy Flyer,Minion Mart,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",36
Canopy Flyer,That's a Wrap!,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",39
Canopy Flyer,The Dino-Store,"['Canopy Flyer', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",11
Canopy Flyer,The Sci-Fi Emporium,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'The Sci-Fi Emporium']",26
Canopy Flyer,UNIVRS,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",35
Canopy Flyer,Universal Studios Store,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",36
Canopy Flyer,Restroom 1,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",33
Canopy Flyer,Restroom 2,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",38
Canopy Flyer,Restroom 3,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3']",28
Canopy Flyer,Restroom 4,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Restroom 4']",16
Canopy Flyer,Restroom 5,"['Canopy Flyer', 'Restroom 5']",5
Canopy Flyer,Restroom 6,"['Canopy Flyer', ""Dino Soarin'"", 'Restroom 6']",5
Canopy Flyer,Restroom 7,"['Canopy Flyer', 'Restroom 5', 'Discovery Food Court', 'Cairo Market', 'Oasis Spice Cafe', 'Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",23
