Park,Date/Time,Wait Time
Universal Studios Singapore,2023-12-04 10:40:00,7
Universal Studios Singapore,2023-12-04 10:45:00,9
Universal Studios Singapore,2023-12-04 10:50:00,9
Universal Studios Singapore,2023-12-04 10:55:00,9
Universal Studios Singapore,2023-12-04 11:00:00,9
Universal Studios Singapore,2023-12-04 11:05:00,9
Universal Studios Singapore,2023-12-04 11:10:00,9
Universal Studios Singapore,2023-12-04 11:15:00,9
Universal Studios Singapore,2023-12-04 11:20:00,9
Universal Studios Singapore,2023-12-04 11:25:00,9
Universal Studios Singapore,2023-12-04 11:30:00,14
Universal Studios Singapore,2023-12-04 11:35:00,14
Universal Studios Singapore,2023-12-04 11:40:00,15
Universal Studios Singapore,2023-12-04 11:45:00,15
Universal Studios Singapore,2023-12-04 11:50:00,15
Universal Studios Singapore,2023-12-04 11:55:00,15
Universal Studios Singapore,2023-12-04 12:00:00,16
Universal Studios Singapore,2023-12-04 12:05:00,16
Universal Studios Singapore,2023-12-04 12:10:00,16
Universal Studios Singapore,2023-12-04 12:15:00,16
Universal Studios Singapore,2023-12-04 12:20:00,16
Universal Studios Singapore,2023-12-04 12:25:00,17
Universal Studios Singapore,2023-12-04 12:30:00,17
Universal Studios Singapore,2023-12-04 12:35:00,17
Universal Studios Singapore,2023-12-04 12:40:00,17
Universal Studios Singapore,2023-12-04 12:45:00,16
Universal Studios Singapore,2023-12-04 12:50:00,17
Universal Studios Singapore,2023-12-04 12:55:00,17
Universal Studios Singapore,2023-12-04 13:00:00,17
Universal Studios Singapore,2023-12-04 13:05:00,17
Universal Studios Singapore,2023-12-04 13:10:00,17
Universal Studios Singapore,2023-12-04 13:15:00,17
Universal Studios Singapore,2023-12-04 13:20:00,18
Universal Studios Singapore,2023-12-04 13:25:00,18
Universal Studios Singapore,2023-12-04 13:30:00,18
Universal Studios Singapore,2023-12-04 13:35:00,15
Universal Studios Singapore,2023-12-04 13:40:00,17
Universal Studios Singapore,2023-12-04 13:45:00,17
Universal Studios Singapore,2023-12-04 13:50:00,19
Universal Studios Singapore,2023-12-04 13:55:00,21
Universal Studios Singapore,2023-12-04 14:00:00,22
Universal Studios Singapore,2023-12-04 14:05:00,22
Universal Studios Singapore,2023-12-04 14:10:00,22
Universal Studios Singapore,2023-12-04 14:15:00,20
Universal Studios Singapore,2023-12-04 14:20:00,20
Universal Studios Singapore,2023-12-04 14:25:00,21
Universal Studios Singapore,2023-12-04 14:30:00,20
Universal Studios Singapore,2023-12-04 14:35:00,20
Universal Studios Singapore,2023-12-04 14:40:00,20
Universal Studios Singapore,2023-12-04 14:45:00,20
Universal Studios Singapore,2023-12-04 14:50:00,21
Universal Studios Singapore,2023-12-04 14:55:00,21
Universal Studios Singapore,2023-12-04 15:00:00,19
Universal Studios Singapore,2023-12-04 15:05:00,20
Universal Studios Singapore,2023-12-04 15:10:00,20
Universal Studios Singapore,2023-12-04 15:15:00,19
Universal Studios Singapore,2023-12-04 15:20:00,19
Universal Studios Singapore,2023-12-04 15:25:00,19
Universal Studios Singapore,2023-12-04 15:30:00,19
Universal Studios Singapore,2023-12-04 15:35:00,19
Universal Studios Singapore,2023-12-04 15:40:00,19
Universal Studios Singapore,2023-12-04 15:45:00,19
Universal Studios Singapore,2023-12-04 15:50:00,20
Universal Studios Singapore,2023-12-04 15:55:00,18
Universal Studios Singapore,2023-12-04 16:00:00,18
Universal Studios Singapore,2023-12-04 16:05:00,18
Universal Studios Singapore,2023-12-04 16:10:00,18
Universal Studios Singapore,2023-12-04 16:15:00,18
Universal Studios Singapore,2023-12-04 16:20:00,19
Universal Studios Singapore,2023-12-04 16:25:00,19
Universal Studios Singapore,2023-12-04 16:35:00,19
Universal Studios Singapore,2023-12-04 16:40:00,19
Universal Studios Singapore,2023-12-04 16:45:00,19
Universal Studios Singapore,2023-12-04 16:50:00,19
Universal Studios Singapore,2023-12-04 16:55:00,18
Universal Studios Singapore,2023-12-04 17:00:00,16
Universal Studios Singapore,2023-12-04 17:05:00,16
Universal Studios Singapore,2023-12-04 17:10:00,15
Universal Studios Singapore,2023-12-04 17:15:00,14
Universal Studios Singapore,2023-12-04 17:20:00,14
Universal Studios Singapore,2023-12-04 17:25:00,14
Universal Studios Singapore,2023-12-04 17:30:00,12
Universal Studios Singapore,2023-12-04 17:35:00,12
Universal Studios Singapore,2023-12-04 17:40:00,11
Universal Studios Singapore,2023-12-04 17:45:00,11
Universal Studios Singapore,2023-12-04 17:50:00,10
Universal Studios Singapore,2023-12-04 17:55:00,9
Universal Studios Singapore,2023-12-04 18:00:00,9
Universal Studios Singapore,2023-12-04 18:05:00,9
Universal Studios Singapore,2023-12-04 18:10:00,9
Universal Studios Singapore,2023-12-04 18:15:00,9
Universal Studios Singapore,2023-12-04 18:20:00,9
Universal Studios Singapore,2023-12-04 18:25:00,8
Universal Studios Singapore,2023-12-04 18:30:00,8
Universal Studios Singapore,2023-12-04 18:35:00,8
Universal Studios Singapore,2023-12-04 18:40:00,8
Universal Studios Singapore,2023-12-04 18:45:00,9
Universal Studios Singapore,2023-12-04 18:50:00,9
Universal Studios Singapore,2023-12-04 18:55:00,9
Universal Studios Singapore,2023-12-04 19:00:00,9
Universal Studios Singapore,2023-12-04 19:05:00,9
Universal Studios Singapore,2023-12-04 19:10:00,9
Universal Studios Singapore,2023-12-04 19:15:00,9
Universal Studios Singapore,2023-12-04 19:20:00,9
Universal Studios Singapore,2023-12-04 19:25:00,7
Universal Studios Singapore,2023-12-04 19:30:00,7
Universal Studios Singapore,2023-12-04 19:35:00,7
Universal Studios Singapore,2023-12-04 19:40:00,7
Universal Studios Singapore,2023-12-04 19:45:00,7
Universal Studios Singapore,2023-12-04 19:50:00,7
Universal Studios Singapore,2023-12-04 19:55:00,7
Universal Studios Singapore,2023-12-05 10:00:00,7
Universal Studios Singapore,2023-12-05 10:05:00,7
Universal Studios Singapore,2023-12-05 10:10:00,7
Universal Studios Singapore,2023-12-05 10:15:00,7
Universal Studios Singapore,2023-12-05 10:20:00,7
Universal Studios Singapore,2023-12-05 10:25:00,7
Universal Studios Singapore,2023-12-05 10:30:00,7
Universal Studios Singapore,2023-12-05 10:35:00,9
Universal Studios Singapore,2023-12-05 10:40:00,9
Universal Studios Singapore,2023-12-05 10:45:00,9
Universal Studios Singapore,2023-12-05 10:50:00,9
Universal Studios Singapore,2023-12-05 10:55:00,9
Universal Studios Singapore,2023-12-05 11:00:00,10
Universal Studios Singapore,2023-12-05 11:05:00,10
Universal Studios Singapore,2023-12-05 11:10:00,10
Universal Studios Singapore,2023-12-05 11:15:00,10
Universal Studios Singapore,2023-12-05 11:20:00,10
Universal Studios Singapore,2023-12-05 11:25:00,10
Universal Studios Singapore,2023-12-05 11:30:00,10
Universal Studios Singapore,2023-12-05 11:35:00,10
Universal Studios Singapore,2023-12-05 11:40:00,11
Universal Studios Singapore,2023-12-05 11:45:00,11
Universal Studios Singapore,2023-12-05 11:50:00,11
Universal Studios Singapore,2023-12-05 11:55:00,11
Universal Studios Singapore,2023-12-05 12:00:00,11
Universal Studios Singapore,2023-12-05 12:05:00,12
Universal Studios Singapore,2023-12-05 12:10:00,12
Universal Studios Singapore,2023-12-05 12:15:00,12
Universal Studios Singapore,2023-12-05 12:20:00,12
Universal Studios Singapore,2023-12-05 12:25:00,12
Universal Studios Singapore,2023-12-05 12:30:00,12
Universal Studios Singapore,2023-12-05 12:35:00,12
Universal Studios Singapore,2023-12-05 12:40:00,12
Universal Studios Singapore,2023-12-05 12:45:00,12
Universal Studios Singapore,2023-12-05 12:50:00,12
Universal Studios Singapore,2023-12-05 12:55:00,12
Universal Studios Singapore,2023-12-05 13:00:00,12
Universal Studios Singapore,2023-12-05 13:05:00,11
Universal Studios Singapore,2023-12-05 13:10:00,11
Universal Studios Singapore,2023-12-05 13:15:00,11
Universal Studios Singapore,2023-12-05 13:20:00,11
Universal Studios Singapore,2023-12-05 13:25:00,10
Universal Studios Singapore,2023-12-05 13:30:00,11
Universal Studios Singapore,2023-12-05 13:35:00,12
Universal Studios Singapore,2023-12-05 13:40:00,12
Universal Studios Singapore,2023-12-05 13:45:00,13
Universal Studios Singapore,2023-12-05 13:50:00,13
Universal Studios Singapore,2023-12-05 13:55:00,12
Universal Studios Singapore,2023-12-05 14:00:00,12
Universal Studios Singapore,2023-12-05 14:05:00,12
Universal Studios Singapore,2023-12-05 14:10:00,12
Universal Studios Singapore,2023-12-05 14:15:00,13
Universal Studios Singapore,2023-12-05 14:20:00,13
Universal Studios Singapore,2023-12-05 14:25:00,13
Universal Studios Singapore,2023-12-05 14:30:00,14
Universal Studios Singapore,2023-12-05 14:35:00,13
Universal Studios Singapore,2023-12-05 14:40:00,14
Universal Studios Singapore,2023-12-05 14:45:00,14
Universal Studios Singapore,2023-12-05 14:50:00,14
Universal Studios Singapore,2023-12-05 14:55:00,14
Universal Studios Singapore,2023-12-05 15:00:00,14
Universal Studios Singapore,2023-12-05 15:05:00,14
Universal Studios Singapore,2023-12-05 15:10:00,15
Universal Studios Singapore,2023-12-05 15:15:00,15
Universal Studios Singapore,2023-12-05 15:20:00,14
Universal Studios Singapore,2023-12-05 15:25:00,14
Universal Studios Singapore,2023-12-05 15:30:00,12
Universal Studios Singapore,2023-12-05 15:35:00,12
Universal Studios Singapore,2023-12-05 15:40:00,12
Universal Studios Singapore,2023-12-05 15:45:00,12
Universal Studios Singapore,2023-12-05 15:50:00,12
Universal Studios Singapore,2023-12-05 15:55:00,12
Universal Studios Singapore,2023-12-05 16:00:00,12
Universal Studios Singapore,2023-12-05 16:05:00,11
Universal Studios Singapore,2023-12-05 16:10:00,12
Universal Studios Singapore,2023-12-05 16:15:00,12
Universal Studios Singapore,2023-12-05 16:20:00,12
Universal Studios Singapore,2023-12-05 16:25:00,12
Universal Studios Singapore,2023-12-05 16:30:00,12
Universal Studios Singapore,2023-12-05 16:35:00,10
Universal Studios Singapore,2023-12-05 16:40:00,10
Universal Studios Singapore,2023-12-05 16:45:00,10
Universal Studios Singapore,2023-12-05 16:50:00,10
Universal Studios Singapore,2023-12-05 16:55:00,10
Universal Studios Singapore,2023-12-05 17:00:00,8
Universal Studios Singapore,2023-12-05 17:05:00,8
Universal Studios Singapore,2023-12-05 17:10:00,8
Universal Studios Singapore,2023-12-05 17:15:00,8
Universal Studios Singapore,2023-12-05 17:20:00,9
Universal Studios Singapore,2023-12-05 17:25:00,9
Universal Studios Singapore,2023-12-05 17:30:00,9
Universal Studios Singapore,2023-12-05 17:35:00,9
Universal Studios Singapore,2023-12-05 17:40:00,9
Universal Studios Singapore,2023-12-05 17:45:00,9
Universal Studios Singapore,2023-12-05 17:50:00,9
Universal Studios Singapore,2023-12-05 17:55:00,9
Universal Studios Singapore,2023-12-05 18:00:00,9
Universal Studios Singapore,2023-12-05 18:05:00,9
Universal Studios Singapore,2023-12-05 18:10:00,9
Universal Studios Singapore,2023-12-05 18:15:00,9
Universal Studios Singapore,2023-12-05 18:20:00,9
